,id,name,address,city,postalcode,phone,source
3953,3954,Cocos Village Bistro,6260 Highway A1a,Vero Beach ,32963,(772) 234-2660,yellow_pages
3954,3955,Bobby's Restaurant & Lounge,3450 Ocean Dr,Vero Beach ,32963,(772) 231-6996,yellow_pages
3955,3956,Cobalt Restaurant and Lounge,3500 Ocean Dr,Vero Beach ,32963,(772) 469-1060,yellow_pages
3956,3957,Will's Fiftyfive,1555 Ocean Dr,Vero Beach ,32963,(772) 492-3652,yellow_pages
3957,3958,Riverside Cafe,3301 Bridge Plaza Dr,Vero Beach ,32963,(772) 234-5550,yellow_pages
3958,3959,The Caribbean Court Boutique Hotel,1601 Ocean Dr,Vero Beach ,32963,(772) 231-7211,yellow_pages
3959,3960,Johnny D's Market & Bistro,1409 Highway A1a,Vero Beach ,32963,(772) 234-4181,yellow_pages
3960,3961,Frosting,2915 Cardinal Dr,Vero Beach ,32963,(772) 234-2915,yellow_pages
3961,3962,"Vero Beach Hotel & Spa, a Kimpton Hotel",3500 Ocean Dr,Vero Beach ,32963,(772) 231-5666,yellow_pages
3962,3963,Cocos Village Bistro,4895 Highway A1a,Vero Beach ,32963,(772) 234-2660,yellow_pages
3963,3964,North Golf Halfway,10621 Charleston Dr,Vero Beach ,32963,(772) 388-0756,yellow_pages
3964,3965,Snack Shack,3101 Ocean Dr,Vero Beach ,32963,(772) 231-9604,yellow_pages
3965,3966,Dockside Grille,41 Royal Palm Pt,Vero Beach ,32960,(772) 569-6865,yellow_pages
3966,3967,Bonefish Grill,2075 Indian River Blvd,Vero Beach ,32960,(772) 562-6956,yellow_pages
3967,3968,Squid Lips,"1660 N Indian River Dr, Sebastian FL, 32958",Sebastian ,32958,(772) 589-3828,yellow_pages
3968,3969,Bamboo Court,532 21st St,Vero Beach ,32960,(772) 569-1008,yellow_pages
3969,3970,Shandong Noodle House,2089 Indian River Blvd,Vero Beach ,32960,(772) 257-6775,yellow_pages
3970,3971,Panera Bread,2001 Indian River Blvd,Vero Beach ,32960,(772) 794-0188,yellow_pages
3971,3972,Jack Baker's Lobster Shanty,30 Royal Palm Pt,Vero Beach ,32960,(772) 562-1941,yellow_pages
3972,3973,Olive Garden Italian Restaurant,,,,,yellow_pages
3973,3974,Applebee Electric,,,,(772) 231-7931,yellow_pages
3974,3975,Sake Sushi Bar And Grill,42 Royal Palm Pt,Vero Beach ,32960,(772) 978-9798,yellow_pages
3975,3976,Siam Orchid Restaurant,762 21st St,Vero Beach ,32960,(772) 569-2829,yellow_pages
3976,3977,Amalfi Grille,398 21st St,Vero Beach ,32960,(772) 564-8218,yellow_pages
3977,3978,Vero Prime,901 21st St,Vero Beach ,32960,(772) 226-7870,yellow_pages
3978,3979,Woody's Bar B Q,,,,(772) 581-5767,yellow_pages
3979,3980,Ay Jalisco II,469 21st St,Vero Beach ,32960,(772) 778-2207,yellow_pages
3980,3981,Giordano's Italian Deli,774 21st St,Vero Beach ,32960,(772) 562-9170,yellow_pages
3981,3982,Villa Nova Italian Restaurant,1327 21st St,Vero Beach ,32960,(772) 564-2400,yellow_pages
3982,3983,Country Kitchen,1749 Old Dixie Hwy,Vero Beach ,32960,(772) 567-6733,yellow_pages
3983,3984,Blessings Bistro Casual Dining,1880 37th St,Vero Beach ,32960,(772) 569-9133,yellow_pages
3984,3985,Kata Restaurant & Lounge,1306 20th St,Vero Beach ,32960,(772) 564-8883,yellow_pages
3985,3986,Saigon Sushi,1866 14th Ave,Vero Beach ,32960,(772) 299-5997,yellow_pages
3986,3987,14th Ave Steak House,2023 14th Ave,Vero Beach ,32960,(772) 778-1020,yellow_pages
3987,3988,Avanzare Ristorante,1932 14th Ave,Vero Beach ,32960,(772) 978-9789,yellow_pages
3988,3989,Italian Kitchen,2121 14th Ave,Vero Beach ,32960,(772) 569-0060,yellow_pages
3989,3990,Osceola Bistro,2045 13th Ave,Vero Beach ,32960,(772) 569-1299,yellow_pages
3990,3991,Smokehouse BBQ Grill,685 US Highway 1,Vero Beach ,32962,(772) 562-8333,yellow_pages
3991,3992,Gold Fried Rice,4050 Old Dixie Hwy,Vero Beach ,32960,(772) 299-6333,yellow_pages
3992,3993,Plum Tomato,1415 16th St,Vero Beach ,32960,(772) 492-3703,yellow_pages
3993,3994,Indian River Medical Ctr,1000 36th St # 2234,Vero Beach ,32960,(772) 567-4311,yellow_pages
3994,3995,Scampi Grill Restaurant,2054 11th Ave,Vero Beach ,32960,(772) 563-9766,yellow_pages
3995,3996,Bono's Restaurant,1500 US Highway 1,Vero Beach ,32960,(772) 770-5646,yellow_pages
3996,3997,Kata By Sake,1306 20th St,Vero Beach ,32960,(772) 564-8883,yellow_pages
3997,3998,Samurai japanese steak house,1335 US Highway 1,Vero Beach ,32960,(772) 492-3530,yellow_pages
3998,3999,Number 1 Wok,1275 US Highway 1 # 4,Vero Beach ,32960,(772) 794-2901,yellow_pages
3999,4000,Beef 'O' Bradys,782 S US Highway 1,Vero Beach ,32962,(772) 794-2059,yellow_pages
4000,4001,Beef 'O' Bradys,780 S US Highway 1,Vero Beach ,32962,(772) 569-3336,yellow_pages
4001,4002,Number One Chinese Restaurant,748 S US Highway 1,Vero Beach ,32962,(772) 794-9008,yellow_pages
4002,4003,China Number 1,748 S US Highway 1,Vero Beach ,32962,(772) 794-9008,yellow_pages
4003,4004,Outback Steakhouse,1475 US Highway 1,Vero Beach ,32960,(772) 567-5222,yellow_pages
4004,4005,Chili's Grill & Bar,940 US Highway 1,Vero Beach ,32960,(772) 564-9040,yellow_pages
4005,4006,Vittorios Pizzeria,1275 US Highway 1,Vero Beach ,32960,(772) 569-3473,yellow_pages
4006,4007,Baci Trattoria,1918 14th Ave,Vero Beach ,32960,(772) 794-4747,yellow_pages
4007,4008,IHOP,1838 US Highway 1,Vero Beach ,32960,(772) 569-8229,yellow_pages
4008,4009,Heavenly Wings,1430 16th St,Vero Beach ,32960,(772) 562-2492,yellow_pages
4009,4010,Yami's,1912 14th Ave,Vero Beach ,32960,(772) 299-4702,yellow_pages
4010,4011,Maria's Organic Fountain,1880 37th st,Vero Beach ,32960,(772) 492-9812,yellow_pages
4011,4012,Old Dixie Diner,1436 Old Dixie Hwy Ste D,Vero Beach ,32960,(772) 562-9945,yellow_pages
4012,4013,Stax Restaurant,1931 Old Dixie Hwy,Vero Beach ,32960,(772) 584-3852,yellow_pages
4013,4014,Sumo House,713 17th St,Vero Beach ,32960,(772) 770-0835,yellow_pages
4014,4015,C J Cannon's Resturant & Lounge,3414 Cherokee Dr,Vero Beach ,32960,(772) 567-7727,yellow_pages
4015,4016,Asian House Chinese Restaurant,5220 US Highway 1 Unit 101,Vero Beach ,32967,(772) 778-8829,yellow_pages
4016,4017,Hot Stuff Pizza,5325 US Highway 1,Vero Beach ,32967,(772) 770-1550,yellow_pages
4017,4018,Stew Q,4410 38th Ave,Vero Beach ,32967,(772) 617-2478,yellow_pages
4018,4019,Larry's Roadside Family Restaurant,2555 27th Ave,Vero Beach ,32960,(772) 778-8495,yellow_pages
4019,4020,Sir B Restaurant and Bar B Q,2605 45th St,Vero Beach ,32967,(772) 584-3518,yellow_pages
4020,4021,The Quilted Giraffe,500 S US Highway 1,Vero Beach ,32962,(772) 978-4242,yellow_pages
4021,4022,Villa Pizza,6200 20th St Ste 470,Vero Beach ,32966,(772) 567-9780,yellow_pages
4022,4023,Szechuan Palace Chinese Restaurant,1965 43rd Ave,Vero Beach ,32960,(772) 999-6463,yellow_pages
4023,4024,Olive Garden Italian Restaurant,5945 20th St,Vero Beach ,32966,(772) 494-1391,yellow_pages
4024,4025,Italian Grill,2180 58th Ave,Vero Beach ,32966,(772) 567-6640,yellow_pages
4025,4026,Fujiyama Japanese Steakhouse & Sushi Bar,5959 20th St,Vero Beach ,32966,(772) 564-8628,yellow_pages
4026,4027,Ruby Tuesday,1825 58th Ave,Vero Beach ,32966,(772) 569-6464,yellow_pages
4027,4028,Applebee's,5335 20th St,Vero Beach ,32966,(772) 978-0551,yellow_pages
4028,4029,T.G.I. Friday's,6200 20th St Ste 496,Vero Beach ,32966,(772) 770-3170,yellow_pages
4029,4030,Sonny's Bar-B-Q,5001 20th St,Vero Beach ,32966,(772) 770-4190,yellow_pages
4030,4031,Nino's Pizza Corner & Italian Restaurant,4236 20th St,Vero Beach ,32960,(772) 562-0276,yellow_pages
4031,4032,Bonnie Lee's,4166 Atlantic Blvd,Vero Beach ,32960,(772) 564-7979,yellow_pages
4032,4033,Ruby Tuesday,5820 College Ln,Vero Beach ,32966,(772) 569-1576,yellow_pages
4033,4034,Lauanaph Inc,40 43rd Ave,Vero Beach ,32968,(772) 562-7702,yellow_pages
4034,4035,Pizza & Pasta House,3795 7th Ln,Vero Beach ,32968,(772) 226-7099,yellow_pages
4035,4036,Denny's,1601 US Highway 1,Vero Beach ,32960,(772) 562-2013,yellow_pages
4036,4037,Pasha Turkish - Mediterranean Restaurant,2325 University Blvd,Houston ,77005,(713) 592-0020,yellow_pages
4037,4038,Olivette At The Houstonian,111 N Post Oak Ln,Houston ,77024,(713) 936-5421,yellow_pages
4038,4039,Marks American Cuisine,1658 Westheimer Rd,Houston ,77006,(713) 523-3800,yellow_pages
4039,4040,Buca Italian Restaurant,,,,,yellow_pages
4040,4041,The Breakfast Klub,3711 Travis St,Houston ,77002,(713) 528-8561,yellow_pages
4041,4042,Mia Bella Trattoria,320 Main St,Houston ,77002,(713) 237-0505,yellow_pages
4042,4043,Irma's Southwest Grill,1314 Texas St Ste 1310,Houston ,77002,(713) 247-9651,yellow_pages
4043,4044,Mia Bella,1204 Caroline St,Houston ,77002,(832) 319-6675,yellow_pages
4044,4045,Pope's Monica T'Afia,3701 Travis St,Houston ,77002,(713) 524-6922,yellow_pages
4045,4046,Morton's The Steakhouse,1001 McKinney St Ste A4,Houston ,77002,(713) 659-3700,yellow_pages
4046,4047,Cabo Mix-Mex Grill,419 Travis St,Houston ,77002,(713) 225-2060,yellow_pages
4047,4048,Azuma Downtown,909 Texas St,Houston ,77002,(713) 223-0909,yellow_pages
4048,4049,Ragin Cajun Restaurant,930 Main St,Houston ,77002,(713) 571-2422,yellow_pages
4049,4050,Corner Bakery Cafe,1000 Main St #101,Houston ,77002,(713) 651-0673,yellow_pages
4050,4051,Mimi's Kitchen,1600 Smith St # G175,Houston ,77002,(713) 739-0634,yellow_pages
4051,4052,The Blue Fish,550 Texas St,Houston ,77002,(713) 225-3474,yellow_pages
4052,4053,Tony's Barbecue & Steakhouse,1225 Travis St,Houston ,77002,(713) 655-0033,yellow_pages
4053,4054,Massa's Restaurant,1160 Smith St,Houston ,77002,(713) 650-0837,yellow_pages
4054,4055,Mediterranean Grill House,910 Travis St,Houston ,77002,(713) 571-6800,yellow_pages
4055,4056,McCormick & Schmick's Seafood Restaurant,1201 Fannin St,Houston ,77002,(713) 658-8100,yellow_pages
4056,4057,Padthai Thai Restaurant,401 Louisiana St,Houston ,77002,(713) 225-4900,yellow_pages
4057,4058,Sambuca,909 Texas St,Houston ,77002,(713) 224-5299,yellow_pages
4058,4059,Zula Restaurant,705 Main St,Houston ,77002,(713) 227-7052,yellow_pages
4059,4060,Vic & Anthony's Steakhouse,1510 Texas St,Houston ,77002,(713) 228-1111,yellow_pages
4060,4061,Fish,309 Gray St # 107,Houston ,77002,(713) 526-5294,yellow_pages
4061,4062,VOICE Restaurant & Lounge,220 Main St,Houston ,77002,(832) 667-4470,yellow_pages
4062,4063,Little Napoli Italian Restaurant,540 Texas St,Houston ,77002,(713) 225-3900,yellow_pages
4063,4064,Birraporetti's,500 Louisiana St,Houston ,77002,(713) 224-9494,yellow_pages
4064,4065,The Spaghetti Warehouse,901 Commerce St,Houston ,77002,(713) 229-9715,yellow_pages
4065,4066,Spindletop,1200 Louisiana St,Houston ,77002,(713) 375-4775,yellow_pages
4066,4067,Hard Rock Cafe,502 Texas St,Houston ,77002,(713) 227-1392,yellow_pages
4067,4068,Zydeco Louisiana Diner,1119 Pease St,Houston ,77002,(713) 759-2001,yellow_pages
4068,4069,Kim Tai Restaurant,2602 Fannin St,Houston ,77002,(713) 652-0644,yellow_pages
4069,4070,Sake Lounge,550 Texas St,Houston ,77002,(713) 228-7253,yellow_pages
4070,4071,Irma's Restaurant,22 N Chenevert St,Houston ,77002,(713) 222-0767,yellow_pages
4071,4072,Iron Works Barbeque,,,,(512) 478-4856,yellow_pages
4072,4073,Damian's Cucina Italiana,,Houston ,77027,(713) 522-0439,yellow_pages
4073,4074,Frenchy's Chicken,3919 Scott St,Houston ,77004,(713) 748-2233,yellow_pages
4074,4075,Frank's Dixie Meat Center & Catering,636 Dixie Dr,Clute ,77531,(979) 297-3449,yellow_pages
4075,4076,Barry's Pizza,6003 Richmond Ave,Houston ,77057,(713) 266-8692,yellow_pages
4076,4077,Pasha Turkish - Mediterranean Restaurant,2325 University Blvd,Houston ,77005,(713) 592-0020,yellow_pages
4077,4078,Olive Garden Italian Restaurant,,,,,yellow_pages
4078,4079,Monument Inn,4406 Independence Pkwy S,La Porte ,77571,(281) 479-1521,yellow_pages
4079,4080,Luling City Market,4726 Richmond Ave,Houston ,77027,(713) 871-1903,yellow_pages
4080,4081,Peter Piper Pizza,,,,,yellow_pages
4081,4082,Cafe Chino,3285 Southwest Fwy,Houston ,77027,(713) 524-4433,yellow_pages
4082,4083,Pasha Turkish - Mediterranean Restaurant,2325 University Blvd,Houston ,77005,(713) 592-0020,yellow_pages
4083,4084,Olivette At The Houstonian,111 N Post Oak Ln,Houston ,77024,(713) 936-5421,yellow_pages
4084,4085,Marks American Cuisine,1658 Westheimer Rd,Houston ,77006,(713) 523-3800,yellow_pages
4085,4086,Buca Italian Restaurant,,,,,yellow_pages
4086,4087,The Breakfast Klub,3711 Travis St,Houston ,77002,(713) 528-8561,yellow_pages
4087,4088,Mia Bella Trattoria,320 Main St,Houston ,77002,(713) 237-0505,yellow_pages
4088,4089,Irma's Southwest Grill,1314 Texas St Ste 1310,Houston ,77002,(713) 247-9651,yellow_pages
4089,4090,Mia Bella,1204 Caroline St,Houston ,77002,(832) 319-6675,yellow_pages
4090,4091,Pope's Monica T'Afia,3701 Travis St,Houston ,77002,(713) 524-6922,yellow_pages
4091,4092,Morton's The Steakhouse,1001 McKinney St Ste A4,Houston ,77002,(713) 659-3700,yellow_pages
4092,4093,Cabo Mix-Mex Grill,419 Travis St,Houston ,77002,(713) 225-2060,yellow_pages
4093,4094,Azuma Downtown,909 Texas St,Houston ,77002,(713) 223-0909,yellow_pages
4094,4095,Ragin Cajun Restaurant,930 Main St,Houston ,77002,(713) 571-2422,yellow_pages
4095,4096,Corner Bakery Cafe,1000 Main St #101,Houston ,77002,(713) 651-0673,yellow_pages
4096,4097,Mimi's Kitchen,1600 Smith St # G175,Houston ,77002,(713) 739-0634,yellow_pages
4097,4098,The Blue Fish,550 Texas St,Houston ,77002,(713) 225-3474,yellow_pages
4098,4099,Tony's Barbecue & Steakhouse,1225 Travis St,Houston ,77002,(713) 655-0033,yellow_pages
4099,4100,Massa's Restaurant,1160 Smith St,Houston ,77002,(713) 650-0837,yellow_pages
4100,4101,Mediterranean Grill House,910 Travis St,Houston ,77002,(713) 571-6800,yellow_pages
4101,4102,McCormick & Schmick's Seafood Restaurant,1201 Fannin St,Houston ,77002,(713) 658-8100,yellow_pages
4102,4103,Padthai Thai Restaurant,401 Louisiana St,Houston ,77002,(713) 225-4900,yellow_pages
4103,4104,Sambuca,909 Texas St,Houston ,77002,(713) 224-5299,yellow_pages
4104,4105,Zula Restaurant,705 Main St,Houston ,77002,(713) 227-7052,yellow_pages
4105,4106,Vic & Anthony's Steakhouse,1510 Texas St,Houston ,77002,(713) 228-1111,yellow_pages
4107,4108,VOICE Restaurant & Lounge,220 Main St,Houston ,77002,(832) 667-4470,yellow_pages
4108,4109,Little Napoli Italian Restaurant,540 Texas St,Houston ,77002,(713) 225-3900,yellow_pages
4109,4110,Birraporetti's,500 Louisiana St,Houston ,77002,(713) 224-9494,yellow_pages
4110,4111,The Spaghetti Warehouse,901 Commerce St,Houston ,77002,(713) 229-9715,yellow_pages
4111,4112,Spindletop,1200 Louisiana St,Houston ,77002,(713) 375-4775,yellow_pages
4112,4113,Hard Rock Cafe,502 Texas St,Houston ,77002,(713) 227-1392,yellow_pages
4113,4114,Zydeco Louisiana Diner,1119 Pease St,Houston ,77002,(713) 759-2001,yellow_pages
4114,4115,Kim Tai Restaurant,2602 Fannin St,Houston ,77002,(713) 652-0644,yellow_pages
4115,4116,Sake Lounge,550 Texas St,Houston ,77002,(713) 228-7253,yellow_pages
4116,4117,Irma's Restaurant,22 N Chenevert St,Houston ,77002,(713) 222-0767,yellow_pages
4117,4118,Iron Works Barbeque,,,,(512) 478-4856,yellow_pages
4118,4119,Damian's Cucina Italiana,,Houston ,77027,(713) 522-0439,yellow_pages
4119,4120,Frenchy's Chicken,3919 Scott St,Houston ,77004,(713) 748-2233,yellow_pages
4120,4121,Frank's Dixie Meat Center & Catering,636 Dixie Dr,Clute ,77531,(979) 297-3449,yellow_pages
4121,4122,Barry's Pizza,6003 Richmond Ave,Houston ,77057,(713) 266-8692,yellow_pages
4122,4123,Pasha Turkish - Mediterranean Restaurant,2325 University Blvd,Houston ,77005,(713) 592-0020,yellow_pages
4123,4124,Olive Garden Italian Restaurant,,,,,yellow_pages
4124,4125,Monument Inn,4406 Independence Pkwy S,La Porte ,77571,(281) 479-1521,yellow_pages
4125,4126,Luling City Market,4726 Richmond Ave,Houston ,77027,(713) 871-1903,yellow_pages
4126,4127,Peter Piper Pizza,,,,,yellow_pages
4127,4128,Cafe Chino,3285 Southwest Fwy,Houston ,77027,(713) 524-4433,yellow_pages
4128,4129,Down Town Cafe,613 Clay St,Houston ,77002,(713) 759-0515,yellow_pages
4129,4130,Sparrow Bar & Cookshop,3701 Travis St,Houston ,77002,(713) 524-6922,yellow_pages
4131,4132,Natachee's Supper 'n Punch,3622 Main St,Houston ,77002,(713) 524-7203,yellow_pages
4132,4133,Shula's Steak Houses,1200 Louisiana St,Houston ,77002,(713) 375-4777,yellow_pages
4133,4134,Mia Bella Trattoria,1201 San Jacinto St,Houston ,77002,(832) 319-6675,yellow_pages
4134,4135,Bistro Lancaster @the Lancaster Hotel,701 Texas St,Houston ,77002,(713) 228-9502,yellow_pages
4135,4136,Nit Noi Thai Restaurant,2020 Louisiana St,Houston ,77002,(713) 652-5855,yellow_pages
4136,4137,Buffalo Wild Wings,510 Gray St Ste C,Houston ,77002,(713) 650-0002,yellow_pages
4137,4138,Cafe Chino--CLOSED,600 Travis St,Houston ,77002,(713) 223-1011,yellow_pages
4138,4139,Thai Cuisine,914 Main St,Houston ,77002,(713) 659-1600,yellow_pages
4139,4140,Angelo's Barbecue,1207 Prairie St,Houston ,77002,(713) 228-3300,yellow_pages
4140,4141,Andiamo,1002 Preston St,Houston ,77002,(713) 237-1002,yellow_pages
4141,4142,Monarch Restaurant,571 Main St,Houston ,77002,(713) 526-1991,yellow_pages
4142,4143,Little Napoli,1001 Texas St # 100,Houston ,77002,(713) 225-3900,yellow_pages
4143,4144,Goro & Gun,306 Main St,Houston ,77002,(832) 708-6195,yellow_pages
4144,4145,Bombay Indian Grill,706 Main St,Houston ,77002,(832) 269-5303,yellow_pages
4145,4146,Otto's,600 Travis St,Houston ,77002,(713) 980-8965,yellow_pages
4146,4147,Et Craft Burgers & Beer,600 Travis St,Houston ,77002,(713) 228-3508,yellow_pages
4147,4148,Morningside Thai Cafe,917 Franklin St,Houston ,77002,(713) 228-8424,yellow_pages
4148,4149,Jackson Street Bbq,209 Jackson St,Houston ,77002,(713) 224-2400,yellow_pages
4149,4150,Bangkok Chef,914 Main St,Houston ,77002,(713) 659-1600,yellow_pages
4150,4151,Muscle Maker Grill,914 Main St,Houston ,77002,(713) 485-4720,yellow_pages
4151,4152,Jin Bento,914 Main St,Houston ,77002,(346) 980-6133,yellow_pages
4152,4153,Kokoro Japanese Sushi,811 Rusk St Ste B103,Houston ,77002,(713) 222-2600,yellow_pages
4153,4154,Wok & Roll Restaurant,1000 Main St,Houston ,77002,(713) 739-8700,yellow_pages
4154,4155,China Ocean,815 Walker St Ste T68,Houston ,77002,(713) 229-8480,yellow_pages
4155,4156,Thai Spice Cafe,811 Louisiana St,Houston ,77002,(713) 222-8883,yellow_pages
4156,4157,Freshii,777 Walker St Ste M160,Houston ,77002,(713) 227-6400,yellow_pages
4157,4158,Blackwood Country Steak House,1004 N San Jacinto St,Houston ,77002,(713) 221-9000,yellow_pages
4158,4159,Peter Piper Pizza,6223 E Sam Houston Pkwy N,Houston ,77049,(281) 454-7766,yellow_pages
4159,4160,Peter Piper Pizza,6127 Highway 6 N,Houston ,77084,(281) 858-1344,yellow_pages
4160,4161,Demeris Catering,2911 S Shepherd Dr,Houston ,77098,(832) 900-2010,yellow_pages
4161,4162,Demeris Catering,2911 S Shepherd Dr,Houston ,77098,(832) 900-2011,yellow_pages
4162,4163,"Gabby's Ribs, Steaks, & Bar-B-Q",4659 Telephone Rd,Houston ,77087,(713) 581-8401,yellow_pages
4163,4164,Rudi Lechner's German Restaurant,2503 S Gessner Rd,Houston ,77063,(281) 509-9626,yellow_pages
4164,4165,Dot Coffee Shop,7006 North Fwy,Houston ,77076,(713) 644-7669,yellow_pages
4165,4166,Pappadeaux Seafood Kitchen,12420 East Fwy,Houston ,77015,(713) 860-4001,yellow_pages
4166,4167,Pappadeaux Seafood Kitchen,7800 Airport Blvd Space C11,Houston ,77061,(713) 847-7622,yellow_pages
4167,4168,Pappadeaux Seafood Kitchen,12109 Westheimer Rd,Houston ,77077,(281) 497-1110,yellow_pages
4168,4169,Pappas Bar-B-Q,12424 East Fwy,Houston ,77015,(832) 214-4078,yellow_pages
4169,4170,Pappas Bar-B-Q,7800 Airport Blvd Space T01,Houston ,77061,(713) 645-4661,yellow_pages
4170,4171,Pappas Bar-B-Q,12917 NW Freeway,Houston ,77040,(713) 462-2550,yellow_pages
4171,4172,Pappas Bar-B-Q Catering,7007 Hwy 59 S,Houston ,77074,(713) 772-4672,yellow_pages
4172,4173,Pappas Bros. Steakhouse,5839 Westheimer Rd,Houston ,77057,(713) 780-7352,yellow_pages
4173,4174,Pappas Burger,5815 Westheimer At Bering,Houston ,77057,(713) 975-6082,yellow_pages
4174,4175,Pappas Burger,7800 Airport Blvd Space C14,Houston ,77061,(281) 657-6168,yellow_pages
4175,4176,Pappas Catering,6445 Richmond Ave,Houston ,77057,(713) 952-9782,yellow_pages
4176,4177,Pappas Meat Co.,12010 East Fwy,Houston ,77029,(832) 509-1240,yellow_pages
4177,4178,Pappas Restaurants,15280 North Fwy,Houston ,77090,(747) 346-4865,yellow_pages
4178,4179,Pappas Seafood House,3001 S Shepherd Dr,Houston ,77098,(713) 522-4595,yellow_pages
4179,4180,Pappasito's Cantina,1600 Lamar St Hilton Americas,Houston ,77010,(713) 353-4400,yellow_pages
4180,4181,Pappasito's Cantina,2536 Richmond Ave,Houston ,77098,(713) 520-5066,yellow_pages
4181,4182,Pappasito's Cantina,2515 S Loop W,Houston ,77054,(713) 668-5756,yellow_pages
4182,4183,Pappasito's Cantina,11831 East Fwy,Houston ,77029,(713) 455-8378,yellow_pages
4183,4184,Pappasito's Cantina,6445 Richmond Ave,Houston ,77057,(713) 784-5253,yellow_pages
4184,4185,Pappasito's Cantina,7800 Airport Blvd Space C6,Houston ,77061,(281) 657-6157,yellow_pages
4185,4186,Pappasito's Cantina,13070 Northwest Fwy,Houston ,77040,(713) 462-0246,yellow_pages
4186,4187,Pappasito's Cantina,10409 Katy Fwy,Houston ,77024,(713) 468-1913,yellow_pages
4187,4188,Pappasito's Cantina,3950 S Terminal Rd,Houston ,77032,(281) 821-2266,yellow_pages
4188,4189,Fuddruckers,1100 Louisiana St,Houston ,77002,(713) 588-1769,yellow_pages
4189,4190,Downtown Post Oak Grill,1111 Louisiana St # 100,Houston ,77002,(713) 650-1700,yellow_pages
4190,4191,Charlie's Old Fashioned BBQ,1001 Chase Tower St,Houston ,77002,(713) 750-0562,yellow_pages
4191,4192,Yum Yums Asian Hip,500 Dallas St,Houston ,77002,(713) 659-4900,yellow_pages
4192,4193,Group Three SE,500 Dallas St,Houston ,77002,(713) 759-6000,yellow_pages
4193,4194,Midtown Scouts Square Property,1911 Bagby St,Houston ,77002,(713) 652-0704,yellow_pages
4194,4195,Mr Peeples,1911 Bagby St,Houston ,77002,(713) 652-0711,yellow_pages
4195,4196,The Republic Smokehouse and saloon,1910 Bagby St,Houston ,77002,(832) 925-8865,yellow_pages
4196,4197,Gyu-Kaku,510 Gray St # A,Houston ,77002,(713) 750-9520,yellow_pages
4197,4198,Niko Nikos Greek & American Cafe,301 Milam St,Houston ,77002,(713) 224-4976,yellow_pages
4198,4199,Becks Prime,919 Milam St Ste T1200,Houston ,77002,(713) 659-6122,yellow_pages
4199,4200,Charlie's Old Fashioned BBQ,1001 Fannin St # 120,Houston ,77002,(713) 750-0562,yellow_pages
4200,4201,Mai's Restaurant,3401 Milam St,Houston ,77002,(713) 520-5300,yellow_pages
4201,4202,Artista,800 Bagby St,Houston ,77002,(713) 278-4782,yellow_pages
4202,4203,Ponte Vecchio,507 Dallas St Ste B,Houston ,77002,(713) 659-9400,yellow_pages
4203,4204,Otto's Bar B Que & Hamburgers,500 Dallas St,Houston ,77002,(713) 659-6886,yellow_pages
4204,4205,Gotham Pizza,2204 Louisiana St,Houston ,77002,(713) 659-2222,yellow_pages
4205,4206,Benihana,1318 Louisiana St,Houston ,77002,(713) 659-8231,yellow_pages
4206,4207,Andalucia Tapas Restaurant & Bar,1201 San Jacinto St,Houston ,77002,(832) 319-6673,yellow_pages
4207,4208,Pastabilities,815 Walker St,Houston ,77002,(713) 226-7123,yellow_pages
4208,4209,Frontier Barbeque,815 Walker St Ste T16,Houston ,77002,(713) 223-1232,yellow_pages
4209,4210,New York Pizzeria,604 Polk St,Houston ,77002,(713) 759-9800,yellow_pages
4210,4211,How Do You Roll?,914 Main St. Suite A,Houston ,77002,(713) 655-0188,yellow_pages
4211,4212,Top Taste Asian Subs & Grill,930 Main St,Houston ,77002,(713) 655-0741,yellow_pages
4212,4213,Luby's,1301 Fannin St # 13,Houston ,77002,(713) 759-9945,yellow_pages
4213,4214,Wimpy's Hamburgers,632 Polk St,Houston ,77002,(713) 652-0123,yellow_pages
4214,4215,Fish Restaurant & Sushi Bar,309 Gray St,Houston ,77002,(713) 526-5294,yellow_pages
4215,4216,Romas Pizza,233 Main St,Houston ,77002,(713) 222-1184,yellow_pages
4216,4217,El Big Bad,419 Travis St,Houston ,77002,(713) 229-8181,yellow_pages
4217,4218,General Joe Chopsticks,700 Milam St,Houston ,77002,(713) 236-1151,yellow_pages
4218,4219,Pappasito's Cantina,7050 Fm 1960 Rd W,Houston ,77069,(281) 893-5030,yellow_pages
4219,4220,Yia Yia Mary's Greek Kitchen,4747 San Felipe St,Houston ,77056,(713) 840-8665,yellow_pages
4220,4221,Gabby's Ribs & BarB-Q,3101 N Shepherd Dr,Houston ,77018,(713) 581-8484,yellow_pages
4221,4222,Spanky's Pizza & Italiana,7210 J W Peavy Dr,Houston ,77011,(713) 581-8403,yellow_pages
4222,4223,Luby's,1100 Louisiana St,Houston ,77002,(713) 588-1769,yellow_pages
4223,4224,Batanga Restaurant,908 Congress St,Houston ,77002,(713) 224-9500,yellow_pages
4224,4225,Line & Lariat,220 Main St,Houston ,77002,(832) 667-4470,yellow_pages
4225,4226,Oxheart Restaurant,1302 Nance St,Houston ,77002,(832) 830-8592,yellow_pages
4226,4227,Dover Restaurant,400 Dallas St,Houston ,77002,(713) 351-5790,yellow_pages
4227,4228,New York Pizza Boy,306 Gray St,Houston ,77002,(713) 533-1140,yellow_pages
