id,source,name,category,phone,city,postalcode,address,street,house_number,house
745,yellow_pages,Chuck's Donuts,,(650) 368-0161,Redwood City ,94061,801 woodside road,woodside road,801,
746,yellow_pages,Gold Star Market,,(650) 363-8915,Redwood City ,94061,615 Woodside Rd Ste 1,woodside rd,615,
747,yellow_pages,Breaker's Coffee Shop,,(650) 369-9162,Redwood City ,94061,270 woodside plaza,woodside plaza,270,
748,yellow_pages,Corner Yogurt,,(650) 995-7894,Redwood City ,94061,1501 woodside road,woodside road,1501,
749,yellow_pages,Rosita's Taco Stop,,(650) 366-3090,Redwood City ,94061,1515 woodside road,woodside road,1515,
750,yellow_pages,Perx Coffee House,,(650) 474-2210,Redwood City ,94061,2137 roosevelt avenue,roosevelt avenue,2137,
751,yellow_pages,Summit Coffee,,(650) 474-2210,Redwood City ,94061,2137 roosevelt avenue,roosevelt avenue,2137,
752,yellow_pages,Oh Baby Sushi,,(650) 366-1688,Redwood City ,94061,2139 roosevelt avenue,roosevelt avenue,2139,
753,yellow_pages,Woodside/Pub Partners,,(650) 851-9888,Redwood City ,94061,1725 woodside road,woodside road,1725,
754,yellow_pages,El Grullense Grill,,(650) 368-3172,Redwood City ,94061,2525 el camino real,el camino real,2525,
755,yellow_pages,Sichuan Delight,,(650) 701-0814,Redwood City ,94061,2525 el camino real,el camino real,2525,
756,yellow_pages,Tacos El Camino,,(650) 366-3630,Redwood City ,94061,2627 el camino real,el camino real,2627,
757,yellow_pages,Caffino,,(650) 299-9816,Redwood City ,94061,2797 el camino real,el camino real,2797,
758,yellow_pages,Ike's Lair,,(650) 637-8903,Redwood City ,94061,3765 farm hill boulevard,farm hill boulevard,3765,
759,yellow_pages,5th Quarter Pizza,,(650) 369-2686,Redwood City ,94061,976 woodside road,woodside road,976,
760,yellow_pages,Copenhagen Danish Restaurant,,(650) 365-6616,Redwood City ,94061,356 woodside plaza,woodside plaza,356,
761,yellow_pages,Dairy Queen,,(650) 365-3962,Redwood City ,94061,640 woodside road,woodside road,640,
762,yellow_pages,Jack in the Box,,(650) 365-2173,Redwood City ,94061,986 woodside road,woodside road,986,
763,yellow_pages,Subway,,(650) 261-9677,Redwood City ,94061,768 woodside road,woodside road,768,
764,yellow_pages,Popeyes Louisiana Kitchen,,(650) 701-1983,Redwood City ,94061,740 woodside road,woodside road,740,
765,yellow_pages,McDonald's,,(650) 568-3319,Redwood City ,94061,709 woodside road,woodside road,709,
766,yellow_pages,KFC,,(650) 365-1957,Redwood City ,94061,659 woodside road,woodside road,659,
767,yellow_pages,De Carlos Place,,(650) 366-3474,Redwood City ,94061,2139 roosevelt avenue,roosevelt avenue,2139,
768,yellow_pages,Taco Bell,,(650) 366-5176,Redwood City ,94061,2693 el camino real,el camino real,2693,
769,yellow_pages,Villa Roma,,(650) 365-5060,Redwood City ,94061,593 woodside road,woodside road,593,
770,yellow_pages,Panaderia Michoacan 4,,(650) 365-1245,Redwood City ,94061,2561 el camino real,el camino real,2561,
771,yellow_pages,Palo Alto Auxiliary,,(650) 364-2588,Redwood City ,94061,61 Renato Ct # 16,renato ct,61,
772,yellow_pages,La Biscotteria Italian Bakery,,(650) 366-4888,Redwood City ,94061,2747 el camino real,el camino real,2747,
773,yellow_pages,K & L Wine Merchants,,(650) 364-8544,Redwood City ,94061,3005 el camino real,el camino real,3005,
774,yellow_pages,Palo Alto Auxiliary,,(650) 364-2588,Redwood City ,94061,61 Renato Ct # 16,renato ct,61,
775,yellow_pages,La Biscotteria Italian Bakery,,(650) 366-4888,Redwood City ,94061,2747 el camino real,el camino real,2747,
776,yellow_pages,K & L Wine Merchants,,(650) 364-8544,Redwood City ,94061,3005 el camino real,el camino real,3005,
777,yellow_pages,Thai House Restaurant,,(650) 299-9495,Redwood City ,94063,1742 el camino real,el camino real,1742,
778,yellow_pages,Taqueria Los Temos,,(650) 780-0979,Redwood City ,94063,1714 el camino real,el camino real,1714,
779,yellow_pages,Galeotti's Pizzeria,,(650) 780-9622,Redwood City ,94062,3121 jefferson avenue,jefferson avenue,3121,
780,yellow_pages,Mack's BBQ,,(650) 592-4227,San Carlos ,94070,1754 Laurel St,laurel st,1754,
781,yellow_pages,Pasta Pomodoro,,(650) 474-2400,Redwood City ,94062,490 el camino real,el camino real,490,
782,yellow_pages,Applebee's,,(650) 364-6849,Redwood City ,94063,1135 veterans boulevard,veterans boulevard,1135,
783,yellow_pages,Round Table Pizza,,,,nan,,,,
784,yellow_pages,Olive Garden Italian Restaurant,,,,nan,,,,
785,yellow_pages,A Tavola Restaurant,,(650) 995-9800,Redwood City ,94063,1041 middlefield road,middlefield road,1041,
786,yellow_pages,Bangkok Bay Thai Cuisine,,(650) 365-5369,Redwood City ,94063,825 el camino real,el camino real,825,
787,yellow_pages,Frida Bar Restauraunt,,(650) 364-7848,Redwood City ,94063,820 veterans boulevard,veterans boulevard,820,
788,yellow_pages,Little India Restaurant,,(650) 361-8737,Redwood City ,94063,917 Main St,main st,917,
789,yellow_pages,Vino Santo Bistro,,(650) 780-0793,Redwood City ,94063,2030 Broadway St,broadway st,2030,
790,yellow_pages,All Season Sushi,,(650) 298-9828,Redwood City ,94063,2432 Broadway St,broadway st,2432,
791,yellow_pages,Chef Peking,,(650) 368-7815,Redwood City ,94063,515 veterans boulevard,veterans boulevard,515,
792,yellow_pages,Suisha House,,(650) 367-7790,Redwood City ,94063,2053 Broadway St,broadway st,2053,
793,yellow_pages,Higuma Japanese Restaurant,,(650) 369-3240,Redwood City ,94063,540 el camino real,el camino real,540,
794,yellow_pages,Donato Enoteca,,(650) 701-1000,Redwood City ,94063,1041 middlefield road,middlefield road,1041,
795,yellow_pages,Erawan Thai Restaurant,,(650) 556-9966,Redwood City ,94063,2639 Broadway St,broadway st,2639,
796,yellow_pages,Sakura Teppanyaki and Sushi,,(650) 368-0800,Redwood City ,94063,2198 Broadway St,broadway st,2198,
797,yellow_pages,Zipotes Restaurant,,(650) 216-0010,Redwood City ,94063,828 5th Ave,5th ave,828,
798,yellow_pages,Pho Dong,,(650) 298-9900,Redwood City ,94063,2610 Broadway St,broadway st,2610,
799,yellow_pages,Margaritas Restaurant,,(650) 701-0709,Redwood City ,94063,2098 Broadway St,broadway st,2098,
800,yellow_pages,Great Wall Chinese Restaurant,,(650) 363-8888,Redwood City ,94063,670 el camino real,el camino real,670,
801,yellow_pages,Chef Chen,,(650) 261-1377,Redwood City ,94063,820 veterans boulevard,veterans boulevard,820,
802,yellow_pages,Las Juntas Restaurant,,(650) 329-0123,Redwood City ,94063,2505 middlefield road,middlefield road,2505,
803,yellow_pages,Franklin Street Caffe,,(650) 366-3322,Redwood City ,94063,1053 el camino real,el camino real,1053,
804,yellow_pages,Stacks Restaurant,,(650) 482-2850,Redwood City ,94062,314 el camino real,el camino real,314,
805,yellow_pages,In-N-Out Burger,,(800) 786-1000,Redwood City ,94063,949 veterans boulevard,veterans boulevard,949,
806,yellow_pages,Suisha House,,(650) 367-7790,Redwood City ,94063,2053 Broadway St,broadway st,2053,
807,yellow_pages,Donato Enoteca,,(650) 701-1000,Redwood City ,94063,1041 middlefield road,middlefield road,1041,
808,yellow_pages,Alanas,,(650) 366-1498,Redwood City ,94063,1020 Main St,main st,1020,
809,yellow_pages,7 Mares,,(650) 368-6444,Redwood City ,94063,2809 middlefield road,middlefield road,2809,
810,yellow_pages,El Grullense E & E,,(650) 369-9013,Redwood City ,94063,2401 middlefield road,middlefield road,2401,
811,yellow_pages,Angelicas,,(650) 679-8184,Redwood City ,94063,863 Main St,main st,863,
812,yellow_pages,Ike's Lair Sandwiches,,(650) 365-2200,Redwood City ,94063,2655 Broadway St,broadway st,2655,
813,yellow_pages,Bangkok Bay Thai Cuisine,,(650) 365-5369,Redwood City ,94063,825 el camino real,el camino real,825,
814,yellow_pages,The Patty Shack,,(650) 364-1400,Redwood City ,94063,909 Main St,main st,909,
815,yellow_pages,Crouching Tiger Restaurant,,(650) 298-8881,Redwood City ,94063,2644 Broadway St,broadway st,2644,
816,yellow_pages,Pizza My Heart,,(650) 361-1010,Redwood City ,94063,831 middlefield road,middlefield road,831,
817,yellow_pages,Quinto Sol,,(650) 365-5765,Redwood City ,94063,2201 Broadway St,broadway st,2201,
818,yellow_pages,Five Guys Burgers & Fries,,(650) 364-3101,Redwood City ,94063,801 middlefield road,middlefield road,801,
819,yellow_pages,El Grullense E & E,,(650) 568-3242,Redwood City ,94063,999 el camino real,el camino real,999,
820,yellow_pages,Chef Peking,,(650) 368-7815,Redwood City ,94063,515 veterans boulevard,veterans boulevard,515,
821,yellow_pages,Russian Family Restaurant,,(650) 369-2950,Redwood City ,94063,2086 Broadway St,broadway st,2086,
822,yellow_pages,I Dumpling,,(650) 568-9789,Redwood City ,94063,2660 Broadway St,broadway st,2660,
823,yellow_pages,Higuma Japanese Restaurant,,(650) 369-3240,Redwood City ,94063,540 el camino real,el camino real,540,
824,yellow_pages,Mandaloun,,(650) 367-7974,Redwood City ,94063,2021 Broadway St,broadway st,2021,
825,yellow_pages,Taqueria Mar & Tierra,,(650) 369-2201,Redwood City ,94063,1475 Broadway St,broadway st,1475,
826,yellow_pages,Erawan Thai Restaurant,,(650) 556-9966,Redwood City ,94063,2639 Broadway St,broadway st,2639,
827,yellow_pages,Las Parrillas Restaurant,,(650) 369-2040,Menlo Park ,94025,3284 middlefield road,middlefield road,3284,
828,yellow_pages,Taco's El Grullense,,(650) 364-4320,Redwood City ,94063,1243 middlefield road,middlefield road,1243,
829,yellow_pages,Pho Dong,,(650) 298-9900,Redwood City ,94063,2610 Broadway St,broadway st,2610,
830,yellow_pages,Bonsai Japaness Cuisine,,(650) 367-6547,Atherton ,94027,3401 el camino real,el camino real,3401,
831,yellow_pages,El Guanaco Mexican & Salvadorean Restaurant,,(650) 365-7878,Redwood City ,94063,2950 middlefield road,middlefield road,2950,
832,yellow_pages,Peet's Coffee & Tea,,(650) 362-1000,Redwood City ,94063,2600 Broadway St,broadway st,2600,
833,yellow_pages,L&L Hawaiian Barbecue,,(650) 299-1544,Redwood City ,94063,324 Walnut St,walnut st,324,
834,yellow_pages,The Spinnaker,,(415) 413-0201,Sausalito ,94965,100 Spinnaker Dr,spinnaker dr,100,
835,yellow_pages,Kingfish Restaurant,,(650) 343-1226,San Mateo ,94401,201 S B St,s b st,201,
836,yellow_pages,Astaria,,(650) 344-9444,San Mateo ,94401,50 E 3rd Ave,e 3rd ave,50,
837,yellow_pages,San Mateo Prime,,(650) 558-8918,San Mateo ,94401,174 E 3rd Ave,e 3rd ave,174,
838,yellow_pages,Sushi Sam's Edomata,,(650) 344-0888,San Mateo ,94401,218 E 3rd Ave,e 3rd ave,218,
839,yellow_pages,Curry Up Now,,(650) 931-6333,San Mateo ,94401,129 S B St,s b st,129,
840,yellow_pages,Champagne Seafood Restaurant,,(650) 343-6988,San Mateo ,94401,88 E 4th Ave,e 4th ave,88,
841,yellow_pages,Pasta Pasta,,(650) 347-2782,San Mateo ,94401,125 E 4th Ave,e 4th ave,125,
842,yellow_pages,Porterhouse,,(650) 579-5911,San Mateo ,94401,60 E 3rd Ave,e 3rd ave,60,
843,yellow_pages,Round Table Pizza,,(650) 375-1300,San Mateo ,94401,430 S Norfolk St,s norfolk st,430,
844,yellow_pages,Round Table Pizza,,(650) 685-7000,San Mateo ,94401,844 N Delaware St,n delaware st,844,
845,yellow_pages,231 Ellsworth,,(650) 347-7231,San Mateo ,94401,231 S Ellsworth Ave,s ellsworth ave,231,
846,yellow_pages,Viognier,,(650) 685-3727,San Mateo ,94401,222 E 4th Ave,e 4th ave,222,
847,yellow_pages,Celia's Mexican & American Restaurant,,(650) 343-5886,San Mateo ,94401,504 peninsula avenue,peninsula avenue,504,
848,yellow_pages,Nini's Coffee Shop,,(650) 348-9578,San Mateo ,94401,1000 N Idaho St,n idaho st,1000,
849,yellow_pages,Central Park Bistro,,(650) 558-8401,San Mateo ,94401,181 E 4th Ave,e 4th ave,181,
850,yellow_pages,Thai Satay Restaurant,,(650) 342-3617,San Mateo ,94401,173 E 4th Ave,e 4th ave,173,
851,yellow_pages,Hotaru Japanese Restaurant,,(650) 343-1152,San Mateo ,94401,33 E 3rd Ave,e 3rd ave,33,
852,yellow_pages,California Roll,,(650) 348-4896,San Mateo ,94401,41 E 4th Ave,e 4th ave,41,
853,yellow_pages,Fuji Sukiyak Restaurant,,(650) 348-7810,San Mateo ,94401,428 E 3rd Ave,e 3rd ave,428,
854,yellow_pages,The Ravioli House,,(650) 344-7433,San Mateo ,94401,505 S B St,s b st,505,
855,yellow_pages,Izakaya Mai Restaurant,,(650) 347-2511,San Mateo ,94401,212 2nd Ave,2nd ave,212,
856,yellow_pages,China Bee,,(650) 348-1889,San Mateo ,94401,31 S B St,s b st,31,
857,yellow_pages,Ni Mo Japanese Cuisine,,(650) 342-0288,San Mateo ,94401,73 E 3rd Ave,e 3rd ave,73,
858,yellow_pages,Shabuway,,(650) 548-2483,San Mateo ,94401,145 E 3rd Ave,e 3rd ave,145,
859,yellow_pages,Kaz Teriyaki Grill,,(650) 347-5777,San Mateo ,94401,71 E 4th Ave,e 4th ave,71,
860,yellow_pages,Tasty Thai Restaurant,,(650) 340-8424,San Mateo ,94401,43 S B St,s b st,43,
861,yellow_pages,Happy Cafe Restaurant,,(650) 340-7138,San Mateo ,94401,250 S B St,s b st,250,
862,yellow_pages,Little China Kitchen,,(650) 348-3890,San Mateo ,94401,215 E 3rd Ave,e 3rd ave,215,
863,yellow_pages,Everyday Beijing,,(650) 373-7878,San Mateo ,94401,637 S B St,s b st,637,
864,yellow_pages,Saigon City Restaurant,,(650) 340-8878,San Mateo ,94401,418 E 3rd Ave,e 3rd ave,418,
865,yellow_pages,Fishermen's Grotto,,(415) 673-7025,San Francisco ,94133,9 fishermans wharf,fishermans wharf,9,
866,yellow_pages,The Spinnaker,,(415) 413-0201,Sausalito ,94965,100 Spinnaker Dr,spinnaker dr,100,
867,yellow_pages,Iron Works Barbeque,,(512) 478-4856,,nan,,,,
868,yellow_pages,Round Table Pizza,,,,nan,,,,
869,yellow_pages,Pier 39,,(415) 762-5625,San Francisco ,94133,pier 41,,,pier 41
870,yellow_pages,Olive Garden Italian Restaurant,,,,nan,,,,
871,yellow_pages,Bay Cafe Restaurant & Banquets,,(650) 600-3454,Palo Alto ,94303,1875 embarcadero road,embarcadero road,1875,
872,yellow_pages,Cha Cha Cha,,(415) 386-7670,San Francisco ,94117,1801 Haight St,haight st,1801,
873,yellow_pages,The Counter,,(650) 212-3200,San Mateo ,94403,41 W Hillsdale Blvd,w hillsdale blvd,41,
874,yellow_pages,Iron Gate Restaurant,,(650) 592-7893,Belmont ,94002,1360 el camino real,el camino real,1360,
875,yellow_pages,Jing-Jing Szechwan Hunan Gourmet,,(650) 328-6885,Palo Alto ,94301,443 Emerson St,emerson st,443,
876,yellow_pages,Tam's Cuisine of China,,(650) 359-7575,Pacifica ,94044,494 manor plaza,manor plaza,494,
877,yellow_pages,Harris' Restaurant,,(415) 673-1888,San Francisco ,94109,2100 van ness avenue,van ness avenue,2100,
878,yellow_pages,Chantilly Restaurant,,(650) 321-4080,Redwood City ,94061,3001 el camino real,el camino real,3001,
879,yellow_pages,Round Table Pizza,,(650) 375-1300,San Mateo ,94401,430 S Norfolk St,s norfolk st,430,
880,yellow_pages,Round Table Pizza,,(650) 685-7000,San Mateo ,94401,844 N Delaware St,n delaware st,844,
881,yellow_pages,Round Table Pizza,,(650) 577-0303,San Mateo ,94403,"61 West 43rd Avenue,Suite 1001",west 43rd avenue,61,
882,yellow_pages,Round Table Pizza,,(650) 341-0600,San Mateo ,94403,1852 S Norfolk St,s norfolk st,1852,
883,yellow_pages,Round Table Pizza,,(650) 573-5858,San Mateo ,94403,1304 W Hillsdale Blvd,w hillsdale blvd,1304,
884,yellow_pages,Round Table Pizza,,(650) 341-7457,Foster City ,94404,1084 foster city boulevard,foster city boulevard,1084,
885,yellow_pages,Round Table Pizza,,(650) 697-5520,Millbrae ,94030,414 broadway,broadway,414,
886,yellow_pages,Round Table Pizza,,(650) 591-1998,San Carlos ,94070,1324 el camino real,el camino real,1324,
887,yellow_pages,Round Table Pizza,,(650) 726-5208,Half Moon Bay ,94019,50 Cabrillo Hwy N,cabrillo hwy n,50,
888,yellow_pages,Sushi Main St,,(650) 276-3808,Half Moon Bay ,94019,696 Mill St,mill st,696,
889,yellow_pages,The Spinnaker,,(415) 413-0201,Sausalito ,94965,100 Spinnaker Dr,spinnaker dr,100,
890,yellow_pages,Kingfish Restaurant,,(650) 343-1226,San Mateo ,94401,201 S B St,s b st,201,
891,yellow_pages,Astaria,,(650) 344-9444,San Mateo ,94401,50 E 3rd Ave,e 3rd ave,50,
892,yellow_pages,San Mateo Prime,,(650) 558-8918,San Mateo ,94401,174 E 3rd Ave,e 3rd ave,174,
893,yellow_pages,Sushi Sam's Edomata,,(650) 344-0888,San Mateo ,94401,218 E 3rd Ave,e 3rd ave,218,
894,yellow_pages,Curry Up Now,,(650) 931-6333,San Mateo ,94401,129 S B St,s b st,129,
895,yellow_pages,Champagne Seafood Restaurant,,(650) 343-6988,San Mateo ,94401,88 E 4th Ave,e 4th ave,88,
896,yellow_pages,Pasta Pasta,,(650) 347-2782,San Mateo ,94401,125 E 4th Ave,e 4th ave,125,
897,yellow_pages,Porterhouse,,(650) 579-5911,San Mateo ,94401,60 E 3rd Ave,e 3rd ave,60,
898,yellow_pages,Round Table Pizza,,(650) 375-1300,San Mateo ,94401,430 S Norfolk St,s norfolk st,430,
899,yellow_pages,Round Table Pizza,,(650) 685-7000,San Mateo ,94401,844 N Delaware St,n delaware st,844,
900,yellow_pages,231 Ellsworth,,(650) 347-7231,San Mateo ,94401,231 S Ellsworth Ave,s ellsworth ave,231,
901,yellow_pages,Viognier,,(650) 685-3727,San Mateo ,94401,222 E 4th Ave,e 4th ave,222,
902,yellow_pages,Celia's Mexican & American Restaurant,,(650) 343-5886,San Mateo ,94401,504 peninsula avenue,peninsula avenue,504,
903,yellow_pages,Nini's Coffee Shop,,(650) 348-9578,San Mateo ,94401,1000 N Idaho St,n idaho st,1000,
904,yellow_pages,Central Park Bistro,,(650) 558-8401,San Mateo ,94401,181 E 4th Ave,e 4th ave,181,
905,yellow_pages,Thai Satay Restaurant,,(650) 342-3617,San Mateo ,94401,173 E 4th Ave,e 4th ave,173,
906,yellow_pages,Hotaru Japanese Restaurant,,(650) 343-1152,San Mateo ,94401,33 E 3rd Ave,e 3rd ave,33,
907,yellow_pages,California Roll,,(650) 348-4896,San Mateo ,94401,41 E 4th Ave,e 4th ave,41,
908,yellow_pages,Fuji Sukiyak Restaurant,,(650) 348-7810,San Mateo ,94401,428 E 3rd Ave,e 3rd ave,428,
909,yellow_pages,The Ravioli House,,(650) 344-7433,San Mateo ,94401,505 S B St,s b st,505,
910,yellow_pages,Izakaya Mai Restaurant,,(650) 347-2511,San Mateo ,94401,212 2nd Ave,2nd ave,212,
911,yellow_pages,China Bee,,(650) 348-1889,San Mateo ,94401,31 S B St,s b st,31,
912,yellow_pages,Ni Mo Japanese Cuisine,,(650) 342-0288,San Mateo ,94401,73 E 3rd Ave,e 3rd ave,73,
913,yellow_pages,Shabuway,,(650) 548-2483,San Mateo ,94401,145 E 3rd Ave,e 3rd ave,145,
914,yellow_pages,Kaz Teriyaki Grill,,(650) 347-5777,San Mateo ,94401,71 E 4th Ave,e 4th ave,71,
915,yellow_pages,Tasty Thai Restaurant,,(650) 340-8424,San Mateo ,94401,43 S B St,s b st,43,
916,yellow_pages,Happy Cafe Restaurant,,(650) 340-7138,San Mateo ,94401,250 S B St,s b st,250,
917,yellow_pages,Little China Kitchen,,(650) 348-3890,San Mateo ,94401,215 E 3rd Ave,e 3rd ave,215,
918,yellow_pages,Everyday Beijing,,(650) 373-7878,San Mateo ,94401,637 S B St,s b st,637,
919,yellow_pages,Saigon City Restaurant,,(650) 340-8878,San Mateo ,94401,418 E 3rd Ave,e 3rd ave,418,
920,yellow_pages,Fishermen's Grotto,,(415) 673-7025,San Francisco ,94133,9 fishermans wharf,fishermans wharf,9,
921,yellow_pages,The Spinnaker,,(415) 413-0201,Sausalito ,94965,100 Spinnaker Dr,spinnaker dr,100,
922,yellow_pages,Iron Works Barbeque,,(512) 478-4856,,nan,,,,
923,yellow_pages,Round Table Pizza,,,,nan,,,,
924,yellow_pages,Pier 39,,(415) 762-5625,San Francisco ,94133,pier 41,,,pier 41
925,yellow_pages,Olive Garden Italian Restaurant,,,,nan,,,,
926,yellow_pages,Bay Cafe Restaurant & Banquets,,(650) 600-3454,Palo Alto ,94303,1875 embarcadero road,embarcadero road,1875,
927,yellow_pages,Cha Cha Cha,,(415) 386-7670,San Francisco ,94117,1801 Haight St,haight st,1801,
928,yellow_pages,The Counter,,(650) 212-3200,San Mateo ,94403,41 W Hillsdale Blvd,w hillsdale blvd,41,
929,yellow_pages,Iron Gate Restaurant,,(650) 592-7893,Belmont ,94002,1360 el camino real,el camino real,1360,
930,yellow_pages,Jing-Jing Szechwan Hunan Gourmet,,(650) 328-6885,Palo Alto ,94301,443 Emerson St,emerson st,443,
931,yellow_pages,Tam's Cuisine of China,,(650) 359-7575,Pacifica ,94044,494 manor plaza,manor plaza,494,
932,yellow_pages,Harris' Restaurant,,(415) 673-1888,San Francisco ,94109,2100 van ness avenue,van ness avenue,2100,
933,yellow_pages,Chantilly Restaurant,,(650) 321-4080,Redwood City ,94061,3001 el camino real,el camino real,3001,
934,yellow_pages,Round Table Pizza,,(650) 375-1300,San Mateo ,94401,430 S Norfolk St,s norfolk st,430,
935,yellow_pages,Round Table Pizza,,(650) 685-7000,San Mateo ,94401,844 N Delaware St,n delaware st,844,
936,yellow_pages,Round Table Pizza,,(650) 577-0303,San Mateo ,94403,"61 West 43rd Avenue,Suite 1001",west 43rd avenue,61,
937,yellow_pages,Round Table Pizza,,(650) 341-0600,San Mateo ,94403,1852 S Norfolk St,s norfolk st,1852,
938,yellow_pages,Round Table Pizza,,(650) 573-5858,San Mateo ,94403,1304 W Hillsdale Blvd,w hillsdale blvd,1304,
939,yellow_pages,Round Table Pizza,,(650) 341-7457,Foster City ,94404,1084 foster city boulevard,foster city boulevard,1084,
940,yellow_pages,Round Table Pizza,,(650) 697-5520,Millbrae ,94030,414 broadway,broadway,414,
941,yellow_pages,Round Table Pizza,,(650) 591-1998,San Carlos ,94070,1324 el camino real,el camino real,1324,
942,yellow_pages,Round Table Pizza,,(650) 726-5208,Half Moon Bay ,94019,50 Cabrillo Hwy N,cabrillo hwy n,50,
943,yellow_pages,Sushi Main St,,(650) 276-3808,Half Moon Bay ,94019,696 Mill St,mill st,696,
944,yellow_pages,Gyu-Kaku,,(650) 343-3255,San Mateo ,94401,329 S Ellsworth Ave,s ellsworth ave,329,
945,yellow_pages,Kisaku Japanese Restaurant,,(650) 347-4121,San Mateo ,94401,47 E 4th Ave,e 4th ave,47,
946,yellow_pages,Yamo Yamo Sushi Inc.,,(650) 344-2331,San Mateo ,94401,360 peninsula avenue,peninsula avenue,360,
947,yellow_pages,Yakitori Kokko,,(650) 401-7008,San Mateo ,94401,509 2nd Ave,2nd ave,509,
948,yellow_pages,Bangkok Patio,,(650) 548-5489,San Mateo ,94401,615 E 3rd Ave,e 3rd ave,615,
949,yellow_pages,Fusion Peruvian Grill,,(650) 292-0788,San Mateo ,94401,45 N B St,n b st,45,
950,yellow_pages,Fletch's,,(650) 685-8301,San Mateo ,94401,385 2nd Ave,2nd ave,385,
951,yellow_pages,Old Town Sushi,,(650) 558-8969,San Mateo ,94401,100 S B St,s b st,100,
952,yellow_pages,Dash Sushi Tapas,,(650) 340-1508,San Mateo ,94401,220 Main St,main st,220,
953,yellow_pages,Crawfish Fusion,,(650) 347-7888,San Mateo ,94401,401 E 3rd Ave,e 3rd ave,401,
954,yellow_pages,Original Buffalo Wings,,(650) 375-8828,San Mateo ,94401,150 S B St,s b st,150,
955,yellow_pages,Pho Garden Express,,(650) 685-8815,San Mateo ,94401,150 S B St,s b st,150,
956,yellow_pages,Street Food,,(650) 342-6688,San Mateo ,94401,150 S B St,s b st,150,
957,yellow_pages,Vault 164,,(650) 348-8164,San Mateo ,94401,164 S B St,s b st,164,
958,yellow_pages,Taqueria Las Cazuelas,,(650) 685-2602,San Mateo ,94401,517 E 4th Ave,e 4th ave,517,
959,yellow_pages,Valucci Restaurant Inc,,(650) 340-1457,San Mateo ,94401,15 N Ellsworth Ave Ste 203,n ellsworth ave,15,
960,yellow_pages,King Of Thai Noodle,,(650) 342-7777,San Mateo ,94401,200 S B St,s b st,200,
961,yellow_pages,Cheese Steak Shop Inc,,(650) 458-8088,San Mateo ,94401,206 S B St,s b st,206,
962,yellow_pages,Pacific Catch,,(650) 389-2481,San Mateo ,94401,243 S B St,s b st,243,
963,yellow_pages,Sun's Chinese Cuisine,,(650) 558-0069,San Mateo ,94401,251 S B St,s b st,251,
964,yellow_pages,Chicken Pho,,(650) 340-7138,San Mateo ,94401,250 S B St,s b st,250,
965,yellow_pages,Ben Tre Vietnamese Homestyle Cuisine,,(650) 558-8088,San Mateo ,94401,213 2nd Ave,2nd ave,213,
966,yellow_pages,Sun's Chinese Cuisine,,(650) 558-0069,San Mateo ,94401,223 N Ellsworth Ave,n ellsworth ave,223,
967,yellow_pages,Kitcho Japanese Restaurant,,(650) 348-6388,San Mateo ,94401,204 2nd Ave,2nd ave,204,
968,yellow_pages,Mongolian Hot Pot & Grill,,(650) 343-2566,San Mateo ,94401,215 S Ellsworth Ave,s ellsworth ave,215,
969,yellow_pages,Ajisen San Mateo,,(650) 344-8887,San Mateo ,94401,211 E 3rd Ave,e 3rd ave,211,
970,yellow_pages,Izakaya Ginji,,(650) 348-1110,San Mateo ,94401,301 E 4th Ave,e 4th ave,301,
971,yellow_pages,Tomatina,,(650) 918-5030,San Mateo ,94401,401 S B St,s b st,401,
972,yellow_pages,Roti Indian Bistro,,(650) 340-7684,San Mateo ,94401,201 E 3rd Ave,e 3rd ave,201,
973,yellow_pages,Vespucci Ristorante Italiano,,(650) 685-6151,San Mateo ,94401,147 E 3rd Ave,e 3rd ave,147,
974,yellow_pages,Best Of Burma,,(650) 235-9339,San Mateo ,94401,146 E 3rd Ave,e 3rd ave,146,
975,yellow_pages,Made In Italy,,(650) 513-6184,San Mateo ,94401,137 E 3rd Ave,e 3rd ave,137,
976,yellow_pages,Dil Khush Cafe,,(650) 458-9715,San Mateo ,94401,460 S Norfolk St,s norfolk st,460,
977,yellow_pages,Golden Wok,,(650) 347-1228,San Mateo ,94401,570 S Norfolk St,s norfolk st,570,
978,yellow_pages,Everyday Beijing,,(650) 373-7878,San Mateo ,94401,637 S B St,s b st,637,
979,yellow_pages,Three Restaurant & Bar,,(650) 344-9444,San Mateo ,94401,50 E 3rd Ave,e 3rd ave,50,
980,yellow_pages,Tlt Bbq,,(650) 548-9999,San Mateo ,94401,35 E 3rd Ave,e 3rd ave,35,
981,yellow_pages,Yu Raku Japanese Chinese Restaurant,,(650) 558-8239,San Mateo ,94401,104 S El Camino Real,s el camino real,104,
982,yellow_pages,Block 34,,(650) 434-3403,San Mateo ,94401,34 E 4th Ave,e 4th ave,34,
983,yellow_pages,Ramen Parlor,,(650) 344-9728,San Mateo ,94401,901 S B St,s b st,901,
984,yellow_pages,Tops Burger Grill,,(650) 344-8679,San Mateo ,94401,924 patricia avenue,patricia avenue,924,
985,yellow_pages,Aspendo's Restaurant Authentic,,(650) 344-3595,San Mateo ,94401,514 peninsula avenue,peninsula avenue,514,
986,yellow_pages,Thaiger,,(650) 343-7700,San Mateo ,94401,851 N San Mateo Dr,n san mateo dr,851,
987,yellow_pages,Poplar Creek Restaurant,,(650) 522-7525,San Mateo ,94401,1700 Coyote Point Dr,coyote point dr,1700,
