#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.address,ltable.city,ltable.name,ltable.phone,ltable.state,ltable.zipcode,rtable.address,rtable.city,rtable.name,rtable.phone,rtable.state,rtable.zipcode
20750,692,93,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,110 E El Camino Real,Sunnyvale,Pizza My Heart,(408) 245-4100,CA,94087.0
20784,692,245,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,2002 El Camino Real,Santa Clara,MOD Pizza,,CA,95050.0
20832,692,1119,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,855 El Camino Real,Palo Alto,Nespresso Boutique at Sur La Table,(800) 562-1465,CA,94301.0
20872,692,1402,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1001 El Camino Real,Menlo Park,Applewood Pizza,(650) 324-3486,CA,94025.0
20877,692,1442,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1225 El Camino Real,Menlo Park,Round Table Pizza,(650) 321-6861,CA,94025.0
20898,692,1732,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1225 El Camino Real,Menlo Park,Round Table Pizza,(650) 321-6861,CA,94025.0
20899,692,1738,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1001 El Camino Real,Menlo Park,Applewood Pizza,(650) 324-3486,CA,94025.0
20973,697,244,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
20995,697,738,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
21009,697,814,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
21043,697,1308,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
21059,697,1382,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
21064,697,1414,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
21065,697,1417,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
21068,697,1451,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
21080,697,1702,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
21084,697,1714,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
21090,697,1742,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
21094,697,1762,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
21123,698,763,1725 Woodside Rd,Redwood City ,Lucias,(650) 365-3811,CA,94061.0,1725 Woodside Rd,Redwood City,Villa Lucias,(650) 365-3811,CA,94061.0
21314,701,683,593G Woodside Rd,Redwood City ,Karakade,(650) 365-4079,CA,94061.0,593 G Woodside Rd,Redwood City,Karakade Thai Cuisine,(650) 365-4079,CA,94061.0
21373,702,692,2560 El Camino Real,Redwood City ,Pronto Rotisserie & Pizzeria,(650) 365-9978,CA,94061.0,2560 El Camino Real,Redwood City,Pronto Rotisserie & Pizzeria,(650) 365-9978,CA,94061.0
21506,704,705,768 Woodside Rd,Redwood City ,El Grullense Grill,(650) 368-3325,CA,94061.0,768 Woodside Rd,Redwood City,El Grullense Grill,(650) 368-3325,CA,94061.0
21507,706,682,593 Woodside Rd,Redwood City ,Diner Japonica,(650) 364-4649,CA,94061.0,593 Woodside Rd,Redwood City,Diner Japonica,(650) 364-4649,CA,94061.0
21518,709,687,30 Woodside Plz,Redwood City ,Ocean Garden Sushi And Gourmet Seafood,(650) 261-0799,CA,94061.0,30 Woodside Plz,Redwood City,Sushi Plus,(650) 261-0799,CA,94061.0
21519,710,687,30 Woodside Plz,Redwood City ,Sushi Plus,(650) 261-0799,CA,94061.0,30 Woodside Plz,Redwood City,Sushi Plus,(650) 261-0799,CA,94061.0
21572,713,310,2761 El Camino Real,Redwood City ,La Costa,(650) 261-0590,CA,94061.0,2280 El Camino Real,Santa Clara,La Paloma,(408) 247-0990,CA,95050.0
21584,713,752,2761 El Camino Real,Redwood City ,La Costa,(650) 261-0590,CA,94061.0,2747 El Camino Real,Redwood City,La Biscotteria,(650) 366-4888,CA,94061.0
21609,713,1119,2761 El Camino Real,Redwood City ,La Costa,(650) 261-0590,CA,94061.0,855 El Camino Real,Palo Alto,Nespresso Boutique at Sur La Table,(800) 562-1465,CA,94301.0
22095,717,685,1453 Woodside Rd,Redwood City ,Woodside Delicatessen,(650) 369-4235,CA,94061.0,1453 Woodside Rd,Redwood City,Woodside Delicatessen,(650) 369-4235,CA,94061.0
22096,718,684,865 Woodside Rd,Redwood City ,Espresso Lane,(650) 299-1243,CA,94061.0,865 Woodside Rd,Redwood City,Espresso Lane,(650) 299-1243,CA,94061.0
22097,719,707,512 Woodside Rd,Redwood City ,Karlitas Ta,(650) 364-8612,CA,94061.0,512 Woodside Rd,Redwood City,Karlitas Taco Place,(650) 364-8612,CA,94061.0
22098,720,690,2115 Roosevelt Ave,Redwood City ,Prima Deli,(650) 367-8553,CA,94061.0,2115 Roosevelt Ave,Redwood City,Prima Deli,(650) 367-8553,CA,94061.0
22099,722,681,980 Woodside Rd,Redwood City ,Bravo Taqueria,(650) 364-3511,CA,94061.0,980 Woodside Rd,Redwood City,Bravo Taqueria,(650) 364-3511,CA,94061.0
22100,723,699,910 Woodside Rd,Redwood City ,Thaibodia,(650) 365-2288,CA,94061.0,910 Woodside Rd,Redwood City,Thaibodia,(650) 365-2288,CA,94061.0
22101,725,748,820 Woodside Rd,Redwood City ,Starbucks Coffee,(650) 299-0327,CA,94061.0,820 Woodside Rd,Redwood City,Starbucks,(650) 299-0327,CA,94061.0
22142,728,244,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
22158,728,334,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,980 El Camino Real,Santa Clara,Euro Market,(408) 244-9723,CA,95050.0
22164,728,738,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
22178,728,814,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
22212,728,1308,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
22228,728,1382,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
22233,728,1414,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
22234,728,1417,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
22237,728,1451,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
22249,728,1702,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
22253,728,1714,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
22259,728,1742,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
22263,728,1762,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
22522,733,244,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
22544,733,738,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
22558,733,814,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
22579,733,1211,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1360 El Camino Real,Belmont,The Iron Gate,(650) 592-7893,CA,94002.0
22592,733,1308,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
22608,733,1382,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
22613,733,1414,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
22614,733,1417,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
22617,733,1451,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
22629,733,1702,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
22633,733,1714,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
22639,733,1742,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
22643,733,1762,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
22672,737,1076,443 Emerson St,Palo Alto ,Jing-Jing Szechwan Hunan Gourmet,(650) 328-6885,CA,94301.0,443 Emerson St,Palo Alto,Jing-Jing Szechwan Hunan Gourmet,(650) 328-6885,CA,94301.0
22673,737,1473,443 Emerson St,Palo Alto ,Jing-Jing Szechwan Hunan Gourmet,(650) 328-6885,CA,94301.0,443 Emerson St,Palo Alto,Jing-Jing Szechwan Hunan Gourmet,(650) 328-6885,CA,94301.0
22714,738,244,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
22736,738,738,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
22750,738,814,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
22784,738,1308,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
22800,738,1382,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
22805,738,1414,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
22806,738,1417,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
22809,738,1451,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
22821,738,1702,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
22825,738,1714,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
22831,738,1742,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
22835,738,1762,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
22871,740,93,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,110 E El Camino Real,Sunnyvale,Pizza My Heart,(408) 245-4100,CA,94087.0
22905,740,245,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,2002 El Camino Real,Santa Clara,MOD Pizza,,CA,95050.0
22953,740,1119,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,855 El Camino Real,Palo Alto,Nespresso Boutique at Sur La Table,(800) 562-1465,CA,94301.0
22993,740,1402,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1001 El Camino Real,Menlo Park,Applewood Pizza,(650) 324-3486,CA,94025.0
22998,740,1442,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1225 El Camino Real,Menlo Park,Round Table Pizza,(650) 321-6861,CA,94025.0
23019,740,1732,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1225 El Camino Real,Menlo Park,Round Table Pizza,(650) 321-6861,CA,94025.0
23020,740,1738,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1001 El Camino Real,Menlo Park,Applewood Pizza,(650) 324-3486,CA,94025.0
23057,750,711,2137 Roosevelt Ave,Redwood City ,Perx Coffee House,(650) 474-2210,CA,94061.0,2137 Roosevelt Ave,Redwood City,Summit Coffee,(650) 474-2210,CA,94061.0
23058,751,711,2137 Roosevelt Ave,Redwood City ,Summit Coffee,(650) 474-2210,CA,94061.0,2137 Roosevelt Ave,Redwood City,Summit Coffee,(650) 474-2210,CA,94061.0
23059,752,686,2139 Roosevelt Ave,Redwood City ,Oh Baby Sushi,(650) 366-1688,CA,94061.0,2139 Roosevelt Ave,Redwood City,Oh Baby Sushi,(650) 366-1688,CA,94061.0
23062,754,39,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,146 W El Camino Real,Sunnyvale,The Habit Burger Grill,(408) 774-9015,CA,94087.0
23084,754,174,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,980 El Camino Real,Santa Clara,Euro Grill,(408) 244-9745,CA,95050.0
23097,754,237,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,2000 El Camino Real,Santa Clara,The Habit Burger Grill,(408) 244-2856,CA,95050.0
23118,754,339,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,3380 El Camino Real,Santa Clara,El Camino Mongolian BBQ,(408) 241-2413,CA,95051.0
23124,754,746,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,1726 El Camino Real,Redwood City,El Mercadito Latino,(650) 306-0104,CA,94063.0
23131,754,784,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,1280 El Camino Real,Redwood City,Taqueria El Grullense,(650) 368-3737,CA,94063.0
23132,754,788,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,999 El Camino Real,Redwood City,Tacos el Grullense E&E,(650) 568-3242,CA,94063.0
23135,754,803,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,2627 El Camino Real,Redwood City,Tacos El Camino,(650) 366-3630,CA,94061.0
23178,754,1343,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,1397 El Camino Real,Belmont,Sumac Mediterranean Grill,(650) 592-2107,CA,94002.0
23189,754,1390,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,100 El Camino Real,Menlo Park,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0
23248,754,2155,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,13998 Old El Camino Real,San Diego,Rancho El Camino Equestrian,(858) 792-8466,CA,92130.0
23249,754,2161,2525 El Camino Real,Redwood City ,El Grullense Grill,(650) 368-3172,CA,94061.0,13998 Old El Camino Real,San Diego,Rancho El Camino Equestrian,(858) 792-8466,CA,92130.0
23443,756,51,2627 El Camino Real,Redwood City ,Tacos El Camino,(650) 366-3630,CA,94061.0,154 W El Camino Real,Sunnyvale,Tacos Jalapa,(408) 738-5945,CA,94087.0
23498,756,339,2627 El Camino Real,Redwood City ,Tacos El Camino,(650) 366-3630,CA,94061.0,3380 El Camino Real,Santa Clara,El Camino Mongolian BBQ,(408) 241-2413,CA,95051.0
23500,756,702,2627 El Camino Real,Redwood City ,Tacos El Camino,(650) 366-3630,CA,94061.0,1630 El Camino Real,Redwood City,Tacos Los Gemelos,(650) 367-4987,CA,94063.0
23504,756,746,2627 El Camino Real,Redwood City ,Tacos El Camino,(650) 366-3630,CA,94061.0,1726 El Camino Real,Redwood City,El Mercadito Latino,(650) 306-0104,CA,94063.0
23511,756,784,2627 El Camino Real,Redwood City ,Tacos El Camino,(650) 366-3630,CA,94061.0,1280 El Camino Real,Redwood City,Taqueria El Grullense,(650) 368-3737,CA,94063.0
23512,756,788,2627 El Camino Real,Redwood City ,Tacos El Camino,(650) 366-3630,CA,94061.0,999 El Camino Real,Redwood City,Tacos el Grullense E&E,(650) 568-3242,CA,94063.0
23515,756,803,2627 El Camino Real,Redwood City ,Tacos El Camino,(650) 366-3630,CA,94061.0,2627 El Camino Real,Redwood City,Tacos El Camino,(650) 366-3630,CA,94061.0
23628,756,2155,2627 El Camino Real,Redwood City ,Tacos El Camino,(650) 366-3630,CA,94061.0,13998 Old El Camino Real,San Diego,Rancho El Camino Equestrian,(858) 792-8466,CA,92130.0
23629,756,2161,2627 El Camino Real,Redwood City ,Tacos El Camino,(650) 366-3630,CA,94061.0,13998 Old El Camino Real,San Diego,Rancho El Camino Equestrian,(858) 792-8466,CA,92130.0
23692,757,713,2797 El Camino Real,Redwood City ,Caffino,(650) 299-9816,CA,94061.0,2797 El Camino Real,Redwood City,Caffino,(650) 299-9816,CA,94061.0
23798,757,1798,2797 El Camino Real,Redwood City ,Caffino,(650) 299-9816,CA,94061.0,2797 El Camino Real,Redwood City,Caffino,(650) 299-9816,CA,94061.0
23821,759,726,976 Woodside Rd,Redwood City ,5th Quarter Pizza,(650) 369-2686,CA,94061.0,976 Woodside Rd,Redwood City,5th Quarter Pizza,(650) 369-2686,CA,94061.0
23822,761,698,640 Woodside Rd,Redwood City ,Dairy Queen,(650) 365-3962,CA,94061.0,640 Woodside Rd,Redwood City,Dairy Queen,(650) 365-3962,CA,94061.0
24019,769,812,593 Woodside Rd,Redwood City ,Villa Roma,(650) 365-5060,CA,94061.0,593 Woodside Rd,Redwood City,The Villa Roma Cocktail Lounge,(650) 365-5060,CA,94061.0
24080,770,712,2561 El Camino Real,Redwood City ,Panaderia Michoacan 4,(650) 365-1245,CA,94061.0,2561 El Camino Real,Redwood City,Panaderia Michoacan y Taqueria,(650) 365-1245,CA,94061.0
24235,772,189,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,2079 El Camino Real,Santa Clara,Copenhagen Crown Bakery & Deli,(408) 243-5442,CA,95050.0
24262,772,310,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,2280 El Camino Real,Santa Clara,La Paloma,(408) 247-0990,CA,95050.0
24274,772,752,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,2747 El Camino Real,Redwood City,La Biscotteria,(650) 366-4888,CA,94061.0
24299,772,1119,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,855 El Camino Real,Palo Alto,Nespresso Boutique at Sur La Table,(800) 562-1465,CA,94301.0
24300,772,1130,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,855 El Camino Real,Palo Alto,Mayfield Bakery & Cafe,(650) 853-9200,CA,94301.0
24469,773,782,3005 El Camino Real,Redwood City ,K & L Wine Merchants,(650) 364-8544,CA,94061.0,3005 El Camino Real,Redwood City,K & L Wine Merchants,(650) 364-8544,CA,94061.0
24563,773,1778,3005 El Camino Real,Redwood City ,K & L Wine Merchants,(650) 364-8544,CA,94061.0,3005 El Camino Real,Redwood City,K & L Wine Merchants,(650) 364-8544,CA,94061.0
24579,773,1834,3005 El Camino Real,Redwood City ,K & L Wine Merchants,(650) 364-8544,CA,94061.0,3301 El Camino Real,Atherton,"Steven K Struck, MD",(650) 562-0587,CA,94027.0
24615,775,189,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,2079 El Camino Real,Santa Clara,Copenhagen Crown Bakery & Deli,(408) 243-5442,CA,95050.0
24642,775,310,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,2280 El Camino Real,Santa Clara,La Paloma,(408) 247-0990,CA,95050.0
24654,775,752,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,2747 El Camino Real,Redwood City,La Biscotteria,(650) 366-4888,CA,94061.0
24679,775,1119,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,855 El Camino Real,Palo Alto,Nespresso Boutique at Sur La Table,(800) 562-1465,CA,94301.0
24680,775,1130,2747 El Camino Real,Redwood City ,La Biscotteria Italian Bakery,(650) 366-4888,CA,94061.0,855 El Camino Real,Palo Alto,Mayfield Bakery & Cafe,(650) 853-9200,CA,94301.0
24849,776,782,3005 El Camino Real,Redwood City ,K & L Wine Merchants,(650) 364-8544,CA,94061.0,3005 El Camino Real,Redwood City,K & L Wine Merchants,(650) 364-8544,CA,94061.0
24943,776,1778,3005 El Camino Real,Redwood City ,K & L Wine Merchants,(650) 364-8544,CA,94061.0,3005 El Camino Real,Redwood City,K & L Wine Merchants,(650) 364-8544,CA,94061.0
24959,776,1834,3005 El Camino Real,Redwood City ,K & L Wine Merchants,(650) 364-8544,CA,94061.0,3301 El Camino Real,Atherton,"Steven K Struck, MD",(650) 562-0587,CA,94027.0
24983,777,116,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,595 E El Camino Real,Sunnyvale,Olleh Sushi and Tofu House,(408) 830-0628,CA,94086.0
24988,777,152,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,909 W El Camino Real,Sunnyvale,Thai Spoons,(408) 739-1798,CA,94087.0
24997,777,192,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,2325 El Camino Real,Santa Clara,Dusita Thai Cuisine,(408) 247-5199,CA,95050.0
25010,777,244,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
25032,777,738,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
25037,777,777,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,825 El Camino Real,Redwood City,Bangkok Bay Thai Cuisine,(650) 365-5369,CA,94063.0
25046,777,814,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
25058,777,1100,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,855 El Camino Real,Palo Alto,Village Cheese House,(650) 326-9251,CA,94301.0
25080,777,1308,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
25089,777,1354,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,366 El Camino Real,San Carlos,Sirayvah Organic Thai,(650) 637-1500,CA,94070.0
25096,777,1382,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
25101,777,1414,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
25102,777,1417,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
